Label,auc,improve_sample_id,improve_chem_id
0.6261,0.6261,ACH-000541,Drug_749
0.8942,0.8942,ACH-000541,Drug_1326
0.373,0.373,ACH-000541,Drug_490
0.7723,0.7723,ACH-000541,Drug_558
0.4705,0.4705,ACH-000541,Drug_895
0.9694,0.9694,ACH-000541,Drug_1279
0.8578,0.8578,ACH-000541,Drug_1087
0.7611,0.7611,ACH-000541,Drug_768
0.2737,0.2737,ACH-000541,Drug_1127
0.7549,0.7549,ACH-000541,Drug_413
0.784,0.784,ACH-000541,Drug_870
0.5884,0.5884,ACH-000541,Drug_1520
0.7912,0.7912,ACH-000541,Drug_643
0.8434,0.8434,ACH-000541,Drug_883
0.5835,0.5835,ACH-000541,Drug_614
0.9063,0.9063,ACH-000541,Drug_802
0.7732,0.7732,ACH-000541,Drug_435
0.9973,0.9973,ACH-000541,Drug_1507
0.9693,0.9693,ACH-000541,Drug_665
0.7737,0.7737,ACH-000541,Drug_1005
0.6753,0.6753,ACH-000541,Drug_1040
0.8417,0.8417,ACH-000542,Drug_749
0.4703,0.4703,ACH-000542,Drug_490
0.8437,0.8437,ACH-000542,Drug_558
0.5683,0.5683,ACH-000542,Drug_895
0.9658,0.9658,ACH-000542,Drug_1279
0.8629,0.8629,ACH-000542,Drug_768
0.7764,0.7764,ACH-000542,Drug_685
0.8742,0.8742,ACH-000542,Drug_413
0.5603,0.5603,ACH-000542,Drug_614
0.9916,0.9916,ACH-000542,Drug_802
0.9472,0.9472,ACH-000542,Drug_435
0.8292,0.8292,ACH-000542,Drug_1507
0.8307,0.8307,ACH-000542,Drug_665
0.9589,0.9589,ACH-000542,Drug_1040
0.7466,0.7466,ACH-000544,Drug_749
0.7055,0.7055,ACH-000544,Drug_1326
0.4714,0.4714,ACH-000544,Drug_490
0.8268,0.8268,ACH-000544,Drug_558
0.6231,0.6231,ACH-000544,Drug_895
0.6158,0.6158,ACH-000544,Drug_195
0.6899,0.6899,ACH-000544,Drug_1279
0.6567,0.6567,ACH-000544,Drug_1087
0.7708,0.7708,ACH-000544,Drug_768
0.8047,0.8047,ACH-000544,Drug_685
0.7998,0.7998,ACH-000544,Drug_413
0.913,0.913,ACH-000544,Drug_564
0.6839,0.6839,ACH-000544,Drug_870
0.7481,0.7481,ACH-000544,Drug_1520
0.7697,0.7697,ACH-000544,Drug_643
0.6404,0.6404,ACH-000544,Drug_883
0.6025,0.6025,ACH-000544,Drug_614
0.7481,0.7481,ACH-000544,Drug_665
0.7371,0.7371,ACH-000547,Drug_749
0.7343,0.7343,ACH-000547,Drug_895
0.926,0.926,ACH-000547,Drug_1279
0.7308,0.7308,ACH-000547,Drug_1087
0.9961,0.9961,ACH-000547,Drug_768
0.8655,0.8655,ACH-000547,Drug_413
0.9555,0.9555,ACH-000547,Drug_564
0.933,0.933,ACH-000547,Drug_883
0.7554,0.7554,ACH-000547,Drug_614
0.9936,0.9936,ACH-000547,Drug_802
0.8317,0.8317,ACH-000547,Drug_435
0.8973,0.8973,ACH-000547,Drug_665
0.8292,0.8292,ACH-000547,Drug_1005
0.8187,0.8187,ACH-000550,Drug_749
0.7789,0.7789,ACH-000550,Drug_1326
0.5362,0.5362,ACH-000550,Drug_490
0.6179,0.6179,ACH-000550,Drug_895
0.6632,0.6632,ACH-000550,Drug_195
0.8009,0.8009,ACH-000550,Drug_1279
0.8161,0.8161,ACH-000550,Drug_1087
0.9161,0.9161,ACH-000550,Drug_768
0.3386,0.3386,ACH-000550,Drug_1127
0.9251,0.9251,ACH-000550,Drug_413
0.9207,0.9207,ACH-000550,Drug_564
0.7966,0.7966,ACH-000550,Drug_870
0.9181,0.9181,ACH-000550,Drug_883
0.6785,0.6785,ACH-000550,Drug_614
0.9428,0.9428,ACH-000550,Drug_435
0.8401,0.8401,ACH-000550,Drug_1507
0.8022,0.8022,ACH-000550,Drug_665
0.8094,0.8094,ACH-000550,Drug_1005
0.8305,0.8305,ACH-000550,Drug_1040
0.8325,0.8325,ACH-000558,Drug_1326
0.8292,0.8292,ACH-000558,Drug_558
0.6323,0.6323,ACH-000558,Drug_895
0.9672,0.9672,ACH-000558,Drug_1279
0.8401,0.8401,ACH-000558,Drug_1087
0.8736,0.8736,ACH-000558,Drug_768
0.4969,0.4969,ACH-000558,Drug_1127
0.9907,0.9907,ACH-000558,Drug_413
0.958,0.958,ACH-000558,Drug_564
0.7805,0.7805,ACH-000558,Drug_870
0.731,0.731,ACH-000558,Drug_1520
0.7641,0.7641,ACH-000558,Drug_643
0.9188,0.9188,ACH-000558,Drug_883
0.6748,0.6748,ACH-000558,Drug_614
0.9853,0.9853,ACH-000558,Drug_802
0.9772,0.9772,ACH-000558,Drug_435
0.8789,0.8789,ACH-000558,Drug_1507
0.9427,0.9427,ACH-000558,Drug_665
0.8572,0.8572,ACH-000558,Drug_1005
0.5072,0.5072,ACH-000562,Drug_490
1.0,1.0,ACH-000562,Drug_558
0.5711,0.5711,ACH-000562,Drug_195
0.8932,0.8932,ACH-000562,Drug_1087
0.887,0.887,ACH-000562,Drug_768
0.5956,0.5956,ACH-000562,Drug_1127
0.9442,0.9442,ACH-000562,Drug_685
0.9779,0.9779,ACH-000562,Drug_413
0.9675,0.9675,ACH-000562,Drug_564
0.8559,0.8559,ACH-000562,Drug_1520
0.9468,0.9468,ACH-000562,Drug_643
0.9818,0.9818,ACH-000562,Drug_883
0.8654,0.8654,ACH-000562,Drug_802
0.9605,0.9605,ACH-000562,Drug_435
0.9822,0.9822,ACH-000562,Drug_1507
0.9486,0.9486,ACH-000562,Drug_665
0.9933,0.9933,ACH-000562,Drug_1040
0.7719,0.7719,ACH-000563,Drug_749
0.7828,0.7828,ACH-000563,Drug_1326
0.4624,0.4624,ACH-000563,Drug_490
0.9235,0.9235,ACH-000563,Drug_558
0.5457,0.5457,ACH-000563,Drug_195
0.9144,0.9144,ACH-000563,Drug_1279
0.481,0.481,ACH-000563,Drug_1087
0.8304,0.8304,ACH-000563,Drug_768
0.3192,0.3192,ACH-000563,Drug_1127
0.9254,0.9254,ACH-000563,Drug_413
0.9558,0.9558,ACH-000563,Drug_564
0.8058,0.8058,ACH-000563,Drug_870
0.8129,0.8129,ACH-000563,Drug_1520
0.9465,0.9465,ACH-000563,Drug_643
0.936,0.936,ACH-000563,Drug_883
0.7599,0.7599,ACH-000563,Drug_802
0.8021,0.8021,ACH-000563,Drug_435
0.9608,0.9608,ACH-000563,Drug_1507
0.8611,0.8611,ACH-000563,Drug_665
0.9513,0.9513,ACH-000563,Drug_1040
0.8789,0.8789,ACH-000568,Drug_749
0.8641,0.8641,ACH-000568,Drug_1326
0.4798,0.4798,ACH-000568,Drug_490
0.8253,0.8253,ACH-000568,Drug_558
0.6877,0.6877,ACH-000568,Drug_895
0.7464,0.7464,ACH-000568,Drug_195
0.9124,0.9124,ACH-000568,Drug_1279
0.7888,0.7888,ACH-000568,Drug_1087
0.9061,0.9061,ACH-000568,Drug_768
0.4413,0.4413,ACH-000568,Drug_1127
0.7925,0.7925,ACH-000568,Drug_685
0.8046,0.8046,ACH-000568,Drug_413
0.9933,0.9933,ACH-000568,Drug_564
0.7845,0.7845,ACH-000568,Drug_870
0.8511,0.8511,ACH-000568,Drug_1520
0.8898,0.8898,ACH-000568,Drug_883
0.9521,0.9521,ACH-000568,Drug_802
0.7798,0.7798,ACH-000568,Drug_435
0.8045,0.8045,ACH-000568,Drug_665
0.8784,0.8784,ACH-000568,Drug_1040
0.8851,0.8851,ACH-000570,Drug_749
0.8831,0.8831,ACH-000570,Drug_1326
0.7039,0.7039,ACH-000570,Drug_895
0.7739,0.7739,ACH-000570,Drug_195
0.9264,0.9264,ACH-000570,Drug_1279
0.8026,0.8026,ACH-000570,Drug_1087
0.7999,0.7999,ACH-000570,Drug_768
0.8662,0.8662,ACH-000570,Drug_685
0.8125,0.8125,ACH-000570,Drug_413
0.925,0.925,ACH-000570,Drug_564
0.7979,0.7979,ACH-000570,Drug_1520
0.8148,0.8148,ACH-000570,Drug_643
0.9258,0.9258,ACH-000570,Drug_883
0.9118,0.9118,ACH-000570,Drug_802
0.9838,0.9838,ACH-000570,Drug_435
0.9615,0.9615,ACH-000570,Drug_1507
0.7701,0.7701,ACH-000570,Drug_665
0.8861,0.8861,ACH-000570,Drug_1005
0.7487,0.7487,ACH-000572,Drug_749
0.7815,0.7815,ACH-000572,Drug_1326
0.4177,0.4177,ACH-000572,Drug_490
0.8068,0.8068,ACH-000572,Drug_558
0.588,0.588,ACH-000572,Drug_895
0.9046,0.9046,ACH-000572,Drug_1279
0.5029,0.5029,ACH-000572,Drug_1087
0.8508,0.8508,ACH-000572,Drug_768
0.3444,0.3444,ACH-000572,Drug_1127
0.6642,0.6642,ACH-000572,Drug_685
0.8369,0.8369,ACH-000572,Drug_413
0.7188,0.7188,ACH-000572,Drug_564
0.6209,0.6209,ACH-000572,Drug_870
0.7627,0.7627,ACH-000572,Drug_1520
0.7243,0.7243,ACH-000572,Drug_643
0.8585,0.8585,ACH-000572,Drug_883
0.6221,0.6221,ACH-000572,Drug_614
0.8515,0.8515,ACH-000572,Drug_802
0.7521,0.7521,ACH-000572,Drug_435
0.8886,0.8886,ACH-000572,Drug_1507
0.8063,0.8063,ACH-000572,Drug_665
0.7949,0.7949,ACH-000572,Drug_1005
0.9086,0.9086,ACH-000572,Drug_1040
0.8131,0.8131,ACH-000573,Drug_749
0.5946,0.5946,ACH-000573,Drug_490
0.8434,0.8434,ACH-000573,Drug_558
0.6891,0.6891,ACH-000573,Drug_195
0.9729,0.9729,ACH-000573,Drug_1279
0.8749,0.8749,ACH-000573,Drug_1087
0.867,0.867,ACH-000573,Drug_768
0.4949,0.4949,ACH-000573,Drug_1127
0.9061,0.9061,ACH-000573,Drug_685
0.8317,0.8317,ACH-000573,Drug_413
0.9813,0.9813,ACH-000573,Drug_564
0.7499,0.7499,ACH-000573,Drug_870
0.7467,0.7467,ACH-000573,Drug_1520
0.8061,0.8061,ACH-000573,Drug_643
0.9088,0.9088,ACH-000573,Drug_883
0.7449,0.7449,ACH-000573,Drug_614
0.9769,0.9769,ACH-000573,Drug_802
0.8916,0.8916,ACH-000573,Drug_1507
0.9182,0.9182,ACH-000573,Drug_665
0.8158,0.8158,ACH-000573,Drug_1005
0.8624,0.8624,ACH-000573,Drug_1040
0.7672,0.7672,ACH-000574,Drug_749
0.6999,0.6999,ACH-000574,Drug_1326
0.4661,0.4661,ACH-000574,Drug_490
0.5792,0.5792,ACH-000574,Drug_895
0.7215,0.7215,ACH-000574,Drug_195
0.9165,0.9165,ACH-000574,Drug_1279
0.7034,0.7034,ACH-000574,Drug_1087
0.9875,0.9875,ACH-000574,Drug_768
0.4824,0.4824,ACH-000574,Drug_1127
0.8033,0.8033,ACH-000574,Drug_685
0.8957,0.8957,ACH-000574,Drug_413
0.7807,0.7807,ACH-000574,Drug_870
0.726,0.726,ACH-000574,Drug_1520
0.8146,0.8146,ACH-000574,Drug_643
0.8427,0.8427,ACH-000574,Drug_883
0.6437,0.6437,ACH-000574,Drug_614
0.9768,0.9768,ACH-000574,Drug_802
0.8581,0.8581,ACH-000574,Drug_435
0.9624,0.9624,ACH-000574,Drug_1507
0.7806,0.7806,ACH-000574,Drug_665
0.8172,0.8172,ACH-000574,Drug_1005
1.0,1.0,ACH-000574,Drug_1040
0.8107,0.8107,ACH-000579,Drug_1326
0.5059,0.5059,ACH-000579,Drug_490
0.9304,0.9304,ACH-000579,Drug_558
0.7166,0.7166,ACH-000579,Drug_195
0.9357,0.9357,ACH-000579,Drug_1279
0.511,0.511,ACH-000579,Drug_1087
0.611,0.611,ACH-000579,Drug_1127
0.7141,0.7141,ACH-000579,Drug_564
0.7673,0.7673,ACH-000579,Drug_870
0.9186,0.9186,ACH-000579,Drug_1520
0.9909,0.9909,ACH-000579,Drug_883
0.8447,0.8447,ACH-000579,Drug_802
0.9349,0.9349,ACH-000579,Drug_435
0.9133,0.9133,ACH-000579,Drug_1507
0.9683,0.9683,ACH-000579,Drug_665
0.85,0.85,ACH-000579,Drug_1005
0.9289,0.9289,ACH-000579,Drug_1040
0.7968,0.7968,ACH-000580,Drug_749
0.9182,0.9182,ACH-000580,Drug_1326
0.6557,0.6557,ACH-000580,Drug_490
0.9389,0.9389,ACH-000580,Drug_558
0.8936,0.8936,ACH-000580,Drug_1279
0.5765,0.5765,ACH-000580,Drug_1087
0.5926,0.5926,ACH-000580,Drug_1127
0.7052,0.7052,ACH-000580,Drug_685
0.8371,0.8371,ACH-000580,Drug_413
0.8078,0.8078,ACH-000580,Drug_870
0.845,0.845,ACH-000580,Drug_1520
0.9136,0.9136,ACH-000580,Drug_643
0.9424,0.9424,ACH-000580,Drug_883
0.954,0.954,ACH-000580,Drug_1507
0.9805,0.9805,ACH-000580,Drug_665
0.8276,0.8276,ACH-000580,Drug_1005
0.9703,0.9703,ACH-000580,Drug_1040
0.77,0.77,ACH-000582,Drug_749
0.5251,0.5251,ACH-000582,Drug_490
0.9662,0.9662,ACH-000582,Drug_558
0.6826,0.6826,ACH-000582,Drug_1087
0.7194,0.7194,ACH-000582,Drug_685
0.7545,0.7545,ACH-000582,Drug_564
0.8187,0.8187,ACH-000582,Drug_1520
0.7844,0.7844,ACH-000582,Drug_643
0.686,0.686,ACH-000582,Drug_614
0.8499,0.8499,ACH-000582,Drug_802
0.9406,0.9406,ACH-000582,Drug_435
0.9339,0.9339,ACH-000582,Drug_1507
0.95,0.95,ACH-000582,Drug_665
0.94,0.94,ACH-000582,Drug_1005
0.8902,0.8902,ACH-000582,Drug_1040
0.5017,0.5017,ACH-000587,Drug_490
0.6615,0.6615,ACH-000587,Drug_895
0.7157,0.7157,ACH-000587,Drug_195
0.9025,0.9025,ACH-000587,Drug_1279
0.7309,0.7309,ACH-000587,Drug_1087
0.8971,0.8971,ACH-000587,Drug_768
0.8886,0.8886,ACH-000587,Drug_685
0.9599,0.9599,ACH-000587,Drug_413
0.8705,0.8705,ACH-000587,Drug_564
0.7525,0.7525,ACH-000587,Drug_870
0.7484,0.7484,ACH-000587,Drug_1520
0.8276,0.8276,ACH-000587,Drug_883
0.5412,0.5412,ACH-000587,Drug_614
0.9565,0.9565,ACH-000587,Drug_802
0.8465,0.8465,ACH-000587,Drug_435
0.9556,0.9556,ACH-000587,Drug_1507
0.8217,0.8217,ACH-000587,Drug_665
0.8325,0.8325,ACH-000587,Drug_1005
0.8165,0.8165,ACH-000587,Drug_1040
0.7988,0.7988,ACH-000595,Drug_749
0.8711,0.8711,ACH-000595,Drug_1326
0.5188,0.5188,ACH-000595,Drug_490
0.7315,0.7315,ACH-000595,Drug_195
0.9533,0.9533,ACH-000595,Drug_1279
0.7413,0.7413,ACH-000595,Drug_1087
0.8732,0.8732,ACH-000595,Drug_768
0.3947,0.3947,ACH-000595,Drug_1127
0.8532,0.8532,ACH-000595,Drug_564
0.7632,0.7632,ACH-000595,Drug_870
0.7486,0.7486,ACH-000595,Drug_1520
0.8507,0.8507,ACH-000595,Drug_643
0.8529,0.8529,ACH-000595,Drug_883
0.5753,0.5753,ACH-000595,Drug_614
0.9685,0.9685,ACH-000595,Drug_802
0.8546,0.8546,ACH-000595,Drug_665
0.8132,0.8132,ACH-000595,Drug_1005
0.7386,0.7386,ACH-000599,Drug_749
0.9022,0.9022,ACH-000599,Drug_1326
0.5006,0.5006,ACH-000599,Drug_490
0.8308,0.8308,ACH-000599,Drug_558
0.7073,0.7073,ACH-000599,Drug_195
0.9028,0.9028,ACH-000599,Drug_1279
0.7221,0.7221,ACH-000599,Drug_1087
0.6659,0.6659,ACH-000599,Drug_1127
0.8099,0.8099,ACH-000599,Drug_685
0.8533,0.8533,ACH-000599,Drug_564
0.737,0.737,ACH-000599,Drug_1520
0.8277,0.8277,ACH-000599,Drug_643
0.8611,0.8611,ACH-000599,Drug_883
0.738,0.738,ACH-000599,Drug_614
0.8715,0.8715,ACH-000599,Drug_802
0.9589,0.9589,ACH-000599,Drug_1507
0.8667,0.8667,ACH-000599,Drug_665
0.938,0.938,ACH-000599,Drug_1005
0.9055,0.9055,ACH-000599,Drug_1040
0.7489,0.7489,ACH-000607,Drug_749
0.8285,0.8285,ACH-000607,Drug_1326
0.3794,0.3794,ACH-000607,Drug_490
0.6096,0.6096,ACH-000607,Drug_195
0.4205,0.4205,ACH-000607,Drug_1279
0.7653,0.7653,ACH-000607,Drug_1087
0.2713,0.2713,ACH-000607,Drug_1127
0.8845,0.8845,ACH-000607,Drug_685
0.7891,0.7891,ACH-000607,Drug_1520
0.9483,0.9483,ACH-000607,Drug_883
0.5589,0.5589,ACH-000607,Drug_614
0.9639,0.9639,ACH-000607,Drug_435
0.8298,0.8298,ACH-000607,Drug_1507
0.8973,0.8973,ACH-000607,Drug_665
0.9312,0.9312,ACH-000607,Drug_1005
0.7918,0.7918,ACH-000609,Drug_749
0.9214,0.9214,ACH-000609,Drug_1326
0.5138,0.5138,ACH-000609,Drug_490
0.8084,0.8084,ACH-000609,Drug_558
0.5296,0.5296,ACH-000609,Drug_895
0.5017,0.5017,ACH-000609,Drug_195
0.7899,0.7899,ACH-000609,Drug_1087
0.8624,0.8624,ACH-000609,Drug_768
0.4855,0.4855,ACH-000609,Drug_1127
0.9349,0.9349,ACH-000609,Drug_685
0.8825,0.8825,ACH-000609,Drug_413
0.7393,0.7393,ACH-000609,Drug_643
0.8599,0.8599,ACH-000609,Drug_883
0.6587,0.6587,ACH-000609,Drug_614
0.9954,0.9954,ACH-000609,Drug_802
0.8284,0.8284,ACH-000609,Drug_435
0.8729,0.8729,ACH-000609,Drug_1507
0.8243,0.8243,ACH-000609,Drug_665
0.8187,0.8187,ACH-000609,Drug_1005
0.8628,0.8628,ACH-000609,Drug_1040
0.7767,0.7767,ACH-000611,Drug_749
0.7919,0.7919,ACH-000611,Drug_1326
0.3569,0.3569,ACH-000611,Drug_490
0.8129,0.8129,ACH-000611,Drug_558
0.5365,0.5365,ACH-000611,Drug_895
0.5208,0.5208,ACH-000611,Drug_195
0.8446,0.8446,ACH-000611,Drug_1279
0.7985,0.7985,ACH-000611,Drug_768
0.1762,0.1762,ACH-000611,Drug_1127
0.95,0.95,ACH-000611,Drug_685
0.7761,0.7761,ACH-000611,Drug_413
0.8847,0.8847,ACH-000611,Drug_564
0.7966,0.7966,ACH-000611,Drug_870
0.7803,0.7803,ACH-000611,Drug_643
0.9386,0.9386,ACH-000611,Drug_883
0.6828,0.6828,ACH-000611,Drug_614
0.7632,0.7632,ACH-000611,Drug_802
0.7781,0.7781,ACH-000611,Drug_435
0.9771,0.9771,ACH-000611,Drug_1507
0.7133,0.7133,ACH-000611,Drug_665
0.6508,0.6508,ACH-000611,Drug_1040
0.8629,0.8629,ACH-000613,Drug_749
0.4976,0.4976,ACH-000613,Drug_490
0.9976,0.9976,ACH-000613,Drug_558
0.5789,0.5789,ACH-000613,Drug_895
0.6394,0.6394,ACH-000613,Drug_195
0.8268,0.8268,ACH-000613,Drug_1279
0.8783,0.8783,ACH-000613,Drug_1087
0.9279,0.9279,ACH-000613,Drug_768
0.3312,0.3312,ACH-000613,Drug_1127
0.9522,0.9522,ACH-000613,Drug_413
0.825,0.825,ACH-000613,Drug_870
0.8367,0.8367,ACH-000613,Drug_1520
0.8472,0.8472,ACH-000613,Drug_643
0.9609,0.9609,ACH-000613,Drug_883
0.8016,0.8016,ACH-000613,Drug_802
0.8165,0.8165,ACH-000613,Drug_435
0.9367,0.9367,ACH-000613,Drug_1507
0.8459,0.8459,ACH-000613,Drug_665
0.8397,0.8397,ACH-000613,Drug_1005
0.9484,0.9484,ACH-000613,Drug_1040
0.9576,0.9576,ACH-000614,Drug_749
0.5244,0.5244,ACH-000614,Drug_490
0.8856,0.8856,ACH-000614,Drug_558
0.7941,0.7941,ACH-000614,Drug_895
0.7693,0.7693,ACH-000614,Drug_195
0.9008,0.9008,ACH-000614,Drug_1279
0.5148,0.5148,ACH-000614,Drug_1087
0.8703,0.8703,ACH-000614,Drug_768
0.6465,0.6465,ACH-000614,Drug_685
0.7297,0.7297,ACH-000614,Drug_564
0.7637,0.7637,ACH-000614,Drug_870
0.9659,0.9659,ACH-000614,Drug_1520
0.8334,0.8334,ACH-000614,Drug_643
0.9848,0.9848,ACH-000614,Drug_883
0.5647,0.5647,ACH-000614,Drug_614
0.8847,0.8847,ACH-000614,Drug_802
0.9847,0.9847,ACH-000614,Drug_435
0.9162,0.9162,ACH-000614,Drug_1507
0.9714,0.9714,ACH-000614,Drug_665
0.9594,0.9594,ACH-000614,Drug_1040
0.7997,0.7997,ACH-000616,Drug_749
0.4514,0.4514,ACH-000616,Drug_490
0.9632,0.9632,ACH-000616,Drug_558
0.627,0.627,ACH-000616,Drug_195
0.8538,0.8538,ACH-000616,Drug_1279
0.6791,0.6791,ACH-000616,Drug_1087
0.9281,0.9281,ACH-000616,Drug_768
0.433,0.433,ACH-000616,Drug_1127
0.8235,0.8235,ACH-000616,Drug_413
0.9641,0.9641,ACH-000616,Drug_564
0.7355,0.7355,ACH-000616,Drug_870
0.8615,0.8615,ACH-000616,Drug_1520
0.8596,0.8596,ACH-000616,Drug_643
0.9161,0.9161,ACH-000616,Drug_883
0.6197,0.6197,ACH-000616,Drug_614
0.8275,0.8275,ACH-000616,Drug_1507
0.7351,0.7351,ACH-000616,Drug_665
0.6314,0.6314,ACH-000616,Drug_1005
0.9331,0.9331,ACH-000617,Drug_749
0.8871,0.8871,ACH-000617,Drug_1326
0.8038,0.8038,ACH-000617,Drug_558
0.7068,0.7068,ACH-000617,Drug_895
0.6005,0.6005,ACH-000617,Drug_195
0.6948,0.6948,ACH-000617,Drug_1279
0.9401,0.9401,ACH-000617,Drug_768
0.5035,0.5035,ACH-000617,Drug_1127
0.9741,0.9741,ACH-000617,Drug_685
0.8352,0.8352,ACH-000617,Drug_413
0.7521,0.7521,ACH-000617,Drug_870
0.7572,0.7572,ACH-000617,Drug_1520
0.836,0.836,ACH-000617,Drug_643
0.896,0.896,ACH-000617,Drug_883
0.6734,0.6734,ACH-000617,Drug_614
0.9519,0.9519,ACH-000617,Drug_802
0.8234,0.8234,ACH-000617,Drug_435
0.8896,0.8896,ACH-000617,Drug_1507
0.8486,0.8486,ACH-000617,Drug_1005
0.8434,0.8434,ACH-000617,Drug_1040
0.8238,0.8238,ACH-000621,Drug_749
0.907,0.907,ACH-000621,Drug_1326
0.5122,0.5122,ACH-000621,Drug_490
0.8261,0.8261,ACH-000621,Drug_558
0.8921,0.8921,ACH-000621,Drug_1279
0.9458,0.9458,ACH-000621,Drug_1087
0.6342,0.6342,ACH-000621,Drug_1127
0.9157,0.9157,ACH-000621,Drug_685
0.8542,0.8542,ACH-000621,Drug_413
0.9847,0.9847,ACH-000621,Drug_564
0.8025,0.8025,ACH-000621,Drug_870
0.7886,0.7886,ACH-000621,Drug_1520
0.8104,0.8104,ACH-000621,Drug_643
0.8401,0.8401,ACH-000621,Drug_883
0.9079,0.9079,ACH-000621,Drug_614
0.9911,0.9911,ACH-000621,Drug_435
0.9632,0.9632,ACH-000621,Drug_1507
0.9585,0.9585,ACH-000621,Drug_665
0.9264,0.9264,ACH-000621,Drug_1005
0.8053,0.8053,ACH-000624,Drug_749
0.7927,0.7927,ACH-000624,Drug_1326
0.482,0.482,ACH-000624,Drug_490
0.4838,0.4838,ACH-000624,Drug_195
0.8791,0.8791,ACH-000624,Drug_1279
0.9642,0.9642,ACH-000624,Drug_768
0.2874,0.2874,ACH-000624,Drug_1127
0.7801,0.7801,ACH-000624,Drug_685
0.8129,0.8129,ACH-000624,Drug_413
0.8401,0.8401,ACH-000624,Drug_564
0.7433,0.7433,ACH-000624,Drug_1520
0.8403,0.8403,ACH-000624,Drug_643
0.5268,0.5268,ACH-000624,Drug_614
0.9539,0.9539,ACH-000624,Drug_802
0.8185,0.8185,ACH-000624,Drug_435
0.8437,0.8437,ACH-000624,Drug_1507
0.8325,0.8325,ACH-000624,Drug_1040
0.8061,0.8061,ACH-000625,Drug_749
0.5026,0.5026,ACH-000625,Drug_490
0.915,0.915,ACH-000625,Drug_558
0.9061,0.9061,ACH-000625,Drug_195
0.9616,0.9616,ACH-000625,Drug_1279
0.6441,0.6441,ACH-000625,Drug_1087
0.9851,0.9851,ACH-000625,Drug_768
0.5985,0.5985,ACH-000625,Drug_1127
0.8143,0.8143,ACH-000625,Drug_685
0.9625,0.9625,ACH-000625,Drug_564
0.7717,0.7717,ACH-000625,Drug_870
0.6624,0.6624,ACH-000625,Drug_1520
0.6025,0.6025,ACH-000625,Drug_614
0.8887,0.8887,ACH-000625,Drug_802
0.9451,0.9451,ACH-000625,Drug_435
0.9538,0.9538,ACH-000625,Drug_1507
0.9649,0.9649,ACH-000625,Drug_665
0.8136,0.8136,ACH-000625,Drug_1005
0.8704,0.8704,ACH-000627,Drug_749
0.8363,0.8363,ACH-000627,Drug_1326
0.5255,0.5255,ACH-000627,Drug_490
0.9134,0.9134,ACH-000627,Drug_558
0.6947,0.6947,ACH-000627,Drug_195
0.9078,0.9078,ACH-000627,Drug_1279
0.9697,0.9697,ACH-000627,Drug_1087
0.8573,0.8573,ACH-000627,Drug_768
0.9632,0.9632,ACH-000627,Drug_685
0.9609,0.9609,ACH-000627,Drug_413
0.85,0.85,ACH-000627,Drug_564
0.754,0.754,ACH-000627,Drug_870
0.8131,0.8131,ACH-000627,Drug_1520
0.8839,0.8839,ACH-000627,Drug_643
0.9612,0.9612,ACH-000627,Drug_883
0.6998,0.6998,ACH-000627,Drug_614
0.8108,0.8108,ACH-000627,Drug_802
0.85,0.85,ACH-000627,Drug_1507
0.855,0.855,ACH-000627,Drug_1005
0.8801,0.8801,ACH-000627,Drug_1040
0.9435,0.9435,ACH-000632,Drug_1326
0.494,0.494,ACH-000632,Drug_490
0.8253,0.8253,ACH-000632,Drug_558
0.5288,0.5288,ACH-000632,Drug_895
0.5698,0.5698,ACH-000632,Drug_195
0.6603,0.6603,ACH-000632,Drug_1279
0.6132,0.6132,ACH-000632,Drug_1087
0.6898,0.6898,ACH-000632,Drug_685
0.8361,0.8361,ACH-000632,Drug_413
0.8677,0.8677,ACH-000632,Drug_564
0.7256,0.7256,ACH-000632,Drug_870
0.8237,0.8237,ACH-000632,Drug_1520
0.8261,0.8261,ACH-000632,Drug_883
0.6133,0.6133,ACH-000632,Drug_614
0.9106,0.9106,ACH-000632,Drug_802
0.8317,0.8317,ACH-000632,Drug_435
0.8924,0.8924,ACH-000632,Drug_665
0.8636,0.8636,ACH-000632,Drug_1005
0.838,0.838,ACH-000632,Drug_1040
0.81,0.81,ACH-000633,Drug_749
0.7654,0.7654,ACH-000633,Drug_1326
0.8092,0.8092,ACH-000633,Drug_558
0.7314,0.7314,ACH-000633,Drug_1087
0.5204,0.5204,ACH-000633,Drug_1127
0.8173,0.8173,ACH-000633,Drug_685
0.8287,0.8287,ACH-000633,Drug_564
0.7472,0.7472,ACH-000633,Drug_1520
0.6975,0.6975,ACH-000633,Drug_643
0.8645,0.8645,ACH-000633,Drug_883
0.5013,0.5013,ACH-000633,Drug_614
0.8564,0.8564,ACH-000633,Drug_802
0.901,0.901,ACH-000633,Drug_435
0.7943,0.7943,ACH-000633,Drug_665
0.8361,0.8361,ACH-000633,Drug_1005
0.8872,0.8872,ACH-000633,Drug_1040
0.7308,0.7308,ACH-000636,Drug_749
0.7932,0.7932,ACH-000636,Drug_1326
0.8436,0.8436,ACH-000636,Drug_558
0.4406,0.4406,ACH-000636,Drug_895
0.4265,0.4265,ACH-000636,Drug_195
0.8685,0.8685,ACH-000636,Drug_1279
0.9743,0.9743,ACH-000636,Drug_1087
0.7215,0.7215,ACH-000636,Drug_768
0.3369,0.3369,ACH-000636,Drug_1127
0.8438,0.8438,ACH-000636,Drug_413
